unit,hhtyp,indic_il,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
PPS,A_GE2_DCH,MED_E,TR	: 	4387 	4918 	4964 	4739 	4840 	4774 	4176 	4040 	3871 	3870 	3588 	3219 	3315 	3135 	3078 	2681 	: 	: 	: 
PPS,A_GE2_DCH,MED_E,UK	: 	: 	: 	: 	16027 	15825 b	15274 	15357 	14801 	14045 	14124 b	13302 	13875 	14632 	16757 	16913 	15901 	15478 	: 	: 
PPS,A_GE2_DCH,MED_E,XK	: 	: 	: 	: 	3106 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_DCH,MEI_E,AL	: 	4079 	4222 	4082 	3854 	3496 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_DCH,MEI_E,AT	21833 b	20973 	19836 	19726 	20059 	20244 	19284 	18839 	18419 	17873 	17771 	17391 	17070 	17119 	16919 b	15423 	14650 	14340 	13688 	13033 
PPS,A_GE2_DCH,MEI_E,BE	22246 b	20411 	20762 	20132 b	20028 	19883 	20485 	18907 	18742 	19240 	17548 	16981 	16507 	16419 	16377 	15682 	15787 	14794 	13582 	14760 
PPS,A_GE2_DCH,MEI_E,BG	10506 b	9888 	9787 	9629 	7879 	8138 	6619 b	7107 	5959 	5634 	5206 	5642 	5620 	5771 	5176 	3246 	2712 	: 	: 	: 
PPS,A_GE2_DCH,MEI_E,CH	27405 	26601 	25614 	25880 	25453 	26004 	26363 	25166 	24562 b	24856 	22882 	22355 	21156 	21978 	21083 	19907 	: 	: 	: 	: 
PPS,A_GE2_DCH,MEI_E,CY	20952 b	18774 	19038 	19548 	17402 	17213 	16821 	15928 	16381 	17631 	19645 	19243 	18603 	19410 	19020 b	19255 	17169 	15698 	: 	: 
PPS,A_GE2_DCH,MEI_E,CZ	15583 b	13865 	14596 	14413 	13634 	12964 	12850 	11850 	11121 	10573 	10138 	9806 	9449 	9423 	9295 	8506 	7838 	7380 	: 	: 
PPS,A_GE2_DCH,MEI_E,DE	22455 b	22530 	24468 b	21877 	22357 	20985 	20467 	20113 	19071 	19562 	18839 	17601 	17041 	17851 	17900 	16974 	13342 	13929 	: 	: 
PPS,A_GE2_DCH,MEI_E,DK	26828 b	24551 	23386 b	24942 	23725 	23865 	23952 	22176 	21581 	20399 	20175 	19726 b	17288 	17106 	18089 	17325 	15965 	15439 	14846 	15039 
PPS,A_GE2_DCH,MEI_E,EA	: 	18402 	18831 b	18126 	17777 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_DCH,MEI_E,EA18	: 	: 	18867 b	18169 	17826 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_DCH,MEI_E,EA19	: 	18402 	18831 b	18126 	17777 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_DCH,MEI_E,EA20	19237 	18344 	18723 	18022 	17665 	17222 	17098 	16315 	15789 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_DCH,MEI_E,EE	18455 	15146 	14459 	14769 	13835 	12732 	12678 	11755 	10471 b	9522 	8474 	7804 	7782 	8541 	8175 	7333 	6144 	5343 	4909 	: 
PPS,A_GE2_DCH,MEI_E,EL	10358 b	9182 	9509 	9013 	8601 	8707 	8569 	8330 	8349 	8018 	9798 	11908 	12790 	13085 	12966 	11966 	12329 	11943 	11126 	10913 
PPS,A_GE2_DCH,MEI_E,ES	16164 b	14779 	15823 	15863 	15907 	15180 	14663 	13606 	13031 	12764 	13388 	13885 	14109 	14813 	14610 b	12358 	11872 	11263 	10997 	: 
PPS,A_GE2_DCH,MEI_E,EU	: 	: 	: 	16745 e	16262 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_DCH,MEI_E,EU27_2007	: 	: 	: 	16801 e	16324 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_DCH,MEI_E,EU27_2020	17644 	16755 	17000 b	16387 e	15902 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_DCH,MEI_E,EU28	: 	: 	: 	16745 e	16262 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_DCH,MEI_E,FI	21901 	20556 	20973 	21030 	19803 	19180 	19529 	18767 	18647 	18848 	18112 	17291 	16463 	16667 	15949 	15008 	14476 	13456 	12549 	: 
PPS,A_GE2_DCH,MEI_E,FR	21016 b	20567 	19134 b	19806 	18719 	18801 	19704 	19035 	18270 	18770 	18522 	17859 	17229 	17134 	17262 b	13664 	14209 	13645 	12814 	: 
PPS,A_GE2_DCH,MEI_E,HR	12391 b	11377 	10934 	10700 	9612 	8936 	8223 	7309 	6758 	6808 	6588 	6691 	7117 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_DCH,MEI_E,HU	9487 b	8642 	9428 	8702 	7769 	7138 	6997 	6478 	6029 	5881 	6285 	5489 	4851 	4941 	4803 	4871 	5497 	4589 	: 	: 
PPS,A_GE2_DCH,MEI_E,IE	18725 b	18451 	18555 b	18818 	18470 	17828 	17114 	15982 	15015 	14688 	14077 	14072 	14524 	15627 	17058 	17603 	15903 	14898 	14306 	13180 
PPS,A_GE2_DCH,MEI_E,IS	: 	: 	: 	: 	23663 	22163 	22040 	20409 	19586 	18550 	17406 	17165 	17538 	23638 	23568 	22077 	18735 	17016 	15776 	: 
PPS,A_GE2_DCH,MEI_E,IT	17209 b	15477 	16480 	15746 	15380 	15275 	15031 	14378 	14233 	14249 	14344 	14776 	14333 	14636 	14493 	13972 	13434 	13195 	12582 	: 
PPS,A_GE2_DCH,MEI_E,LT	16828 b	15160 	14370 	12798 	12030 	10654 	10404 	9676 	8184 	7336 	6596 	5541 	5878 	7769 	7443 	6089 	5033 	4259 	: 	: 
PPS,A_GE2_DCH,MEI_E,LU	29535 b	28602 b	25245 b	26660 	23610 	25884 	24467 b	26347 	24423 	24475 	22009 	23133 	22471 	23913 	24963 	24664 	24714 	24181 	23676 	22519 
PPS,A_GE2_DCH,MEI_E,LV	13462 b	13100 	12401 	12081 	11199 	9802 	9930 	8707 	7901 	6913 	6558 	6001 	5940 	7802 	7931 	6022 	4960 	4220 	: 	: 
PPS,A_GE2_DCH,MEI_E,ME	6105 	5349 	5830 	5645 	5638 	6053 	5511 	5054 	4789 	4759 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_DCH,MEI_E,MK	: 	: 	4793 	4626 	4306 	4296 	4205 	4004 	3826 	3809 	3674 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_DCH,MEI_E,MT	23043 b	20668 	20410 	19048 	18769 	18445 	17788 	16948 	15419 	14333 	13054 	12709 	12343 	12857 	12992 	11903 	11381 	11546 	: 	: 
PPS,A_GE2_DCH,MEI_E,NL	27648 b	26915 	24902 	23168 	22712 	22614 	22009 b	20103 	19071 	19088 	19016 	18544 	18794 	19713 	20295 	18018 	16288 	15013 	: 	: 
PPS,A_GE2_DCH,MEI_E,NO	27102 	24901 b	25768 	25053 	24018 	24311 	26333 	26298 	25949 	24908 	23713 	22046 	22044 	23012 	21934 	19008 	18504 	17087 	18305 	18069 
PPS,A_GE2_DCH,MEI_E,PL	12178 b	11820 	11718 	11023 	10099 	9999 	10089 	9355 	8979 	8545 	8291 	7923 	7230 	7184 	6562 	5237 	4703 	4371 	: 	: 
PPS,A_GE2_DCH,MEI_E,PT	12203 b	12769 b	12860 	12055 	11115 	11138 	10919 	10366 	9809 	9396 	9718 	9766 	9915 	9970 	10259 	10022 	9740 	9292 	8949 	: 
PPS,A_GE2_DCH,MEI_E,RO	8813 b	7977 	7240 	6980 	5875 	4589 	3992 	3629 	3329 	3305 	3025 	2991 	3051 	3007 	2832 	2726 	: 	: 	: 	: 
PPS,A_GE2_DCH,MEI_E,RS	: 	6140 	6273 	5298 	4464 	4484 	4302 	4368 	3957 	4244 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_DCH,MEI_E,SE	19428 	18532 	17959 	18153 	18696 	18899 	19067 	18215 	17359 	18127 	16740 	15733 	15537 	16244 	14972 b	13716 	12748 	12471 	11969 	: 
PPS,A_GE2_DCH,MEI_E,SI	18191 b	16723 	16386 	16465 	15098 	14369 	14534 	14371 	13327 	13195 	13056 	12794 	12433 	13193 	12773 	11780 	11155 	10333 	: 	: 
PPS,A_GE2_DCH,MEI_E,SK	7345 b	7345 	7998 	8585 	7807 	7674 	8483 	8399 	8467 	8147 	8682 	7823 	7323 	7102 	5979 	4970 	4109 	3508 	: 	: 
PPS,A_GE2_DCH,MEI_E,TR	: 	6578 	7295 	7136 	7084 	7186 	7002 	6037 	5732 	5579 	5519 	5163 	4617 	4692 	4443 	4348 	3912 	: 	: 	: 
PPS,A_GE2_DCH,MEI_E,UK	: 	: 	: 	: 	19157 	18702 b	17299 	18034 	16643 	15892 	16268 b	16303 	16384 	16933 	19715 	18926 	17717 	18238 	: 	: 
PPS,A_GE2_DCH,MEI_E,XK	: 	: 	: 	: 	4086 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MED_E,AL	: 	3358 	3697 	3414 	3195 	2919 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MED_E,AT	16994 b	15513 	16001 	15763 	15557 	16313 	15630 	14983 	14888 	13439 	14015 	13354 	12824 	12606 	12649 b	11322 	11709 	11005 	10988 	10262 
PPS,A_GE2_NDCH,MED_E,BE	12399 b	11575 	12506 	11989 b	11540 	10054 	9983 	9999 	10677 	10658 	10541 	10747 	10208 	10748 	9778 	9622 	9201 	9378 	8629 	7488 
PPS,A_GE2_NDCH,MED_E,BG	7131 b	7101 	6738 	6518 	5124 	5498 	4746 b	4961 	4485 	4408 	4106 	4274 	4443 	4449 	3508 	2313 	2120 	: 	: 	: 
PPS,A_GE2_NDCH,MED_E,CH	19917 	20255 	21434 	21000 	20243 	20784 	21986 	22213 	21881 b	22619 	21088 	19587 	19169 	20993 	19267 	18968 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MED_E,CY	12038 b	10893 	10966 	11527 	10967 	9048 	9160 	8580 	9250 	10630 	12898 	13691 	12748 	14192 	14756 b	12961 	11716 	10448 	: 	: 
PPS,A_GE2_NDCH,MED_E,CZ	11399 b	9995 	10286 	9987 	9408 	8565 	8729 	8007 	7481 	7174 	6947 	6827 	6636 	6811 	7308 	6384 	5845 	5531 	: 	: 
PPS,A_GE2_NDCH,MED_E,DE	16600 b	16447 	18183 b	15770 	14300 	14544 	13828 	12001 	10796 	10587 	11357 	10564 	10132 	9618 	9502 	9216 	5780 	7924 	: 	: 
PPS,A_GE2_NDCH,MED_E,DK	17203 b	15911 	14972 b	14949 	15535 	13159 	12462 	11760 	11542 	11201 	11657 	12875 b	12120 	11037 	13179 	12806 	12371 	12049 	11275 	11154 
PPS,A_GE2_NDCH,MED_E,EA	: 	10701 	11654 b	11388 	10741 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MED_E,EA18	: 	: 	11669 b	11405 	10761 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MED_E,EA19	: 	10701 	11654 b	11388 	10741 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MED_E,EA20	11517 	10734 	11599 	11326 	10683 	10667 	10169 	9524 	9074 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MED_E,EE	13432 	10957 	11508 	11268 	10703 	9879 	8964 	7778 	6317 b	5940 	5458 	5110 	5323 	6680 	6266 	5345 	4586 	3646 	2877 	: 
PPS,A_GE2_NDCH,MED_E,EL	5734 b	4608 	4741 	4369 	3645 	3311 	2889 	2751 	2513 	2673 	3385 	5165 	6740 	6615 	6796 	6738 	6572 	6469 	6016 	5984 
PPS,A_GE2_NDCH,MED_E,ES	9903 b	8752 	9671 	9191 	8832 	8535 	8065 	7887 	7988 	8676 	9243 	9215 	10577 	11825 	11860 b	8966 	9070 	8483 	7526 	: 
PPS,A_GE2_NDCH,MED_E,EU	: 	: 	: 	11253 e	10617 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MED_E,EU27_2007	: 	: 	: 	11295 e	10659 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MED_E,EU27_2020	11177 	10315 	10946 b	10644 e	10004 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MED_E,EU28	: 	: 	: 	11253 e	10617 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MED_E,FI	13075 	12573 	13141 	13352 	12727 	12205 	12309 	12253 	12484 	12488 	12403 	12024 	11632 	13150 	12351 	10414 	10077 	9870 	9001 	: 
PPS,A_GE2_NDCH,MED_E,FR	7098 b	5748 	6174 b	9937 	9772 	10389 	10096 	10517 	9554 	9997 	10290 	10287 	9813 	9863 	10074 b	6888 	6138 	6369 	6498 	: 
PPS,A_GE2_NDCH,MED_E,HR	8403 b	6827 	7032 	6513 	5831 	5733 	5263 	4939 	4615 	4499 	4346 	4361 	4898 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MED_E,HU	7120 b	6752 	6904 	6079 	5519 	5578 	5391 	4848 	4401 	3868 	4021 	3761 	3385 	3706 	3504 	3888 	3554 	3109 	: 	: 
PPS,A_GE2_NDCH,MED_E,IE	14733 b	13704 	15510 b	15350 	15532 	12800 	11102 	10993 	9377 	9024 	8835 	9704 	11096 	12803 	15531 	15084 	13974 	12915 	12027 	11149 
PPS,A_GE2_NDCH,MED_E,IS	: 	: 	: 	: 	21826 	21022 	20904 	19282 	17918 	16610 	15245 	15407 	16196 	21023 	20892 	18746 	17255 	16137 	14876 	: 
PPS,A_GE2_NDCH,MED_E,IT	9436 b	8801 	9950 	9567 	9091 	8908 	8370 	7801 	7717 	8004 	8618 	8603 	9020 	9307 	8952 	8458 	8249 	8198 	7933 	: 
PPS,A_GE2_NDCH,MED_E,LT	10832 b	10364 	9738 	9253 	8160 	8231 	7321 	6375 	5860 	5329 	4451 	3678 	3646 	5441 	5421 	4512 	2856 	2267 	: 	: 
PPS,A_GE2_NDCH,MED_E,LU	24819 b	19707 b	13792 b	14705 	12700 	13936 	15062 b	17692 	16967 	16884 	16072 	15629 	17135 	16096 	16468 	17959 	17016 	19787 	17699 	16656 
PPS,A_GE2_NDCH,MED_E,LV	8318 b	8440 	8294 	8334 	7746 	7147 	6595 	5950 	5583 	4639 	4019 	3603 	3830 	5776 	6000 	4404 	3613 	2479 	: 	: 
PPS,A_GE2_NDCH,MED_E,ME	6236 	5064 	5308 	5142 	4551 	4035 	3978 	3801 	3381 	3357 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MED_E,MK	: 	: 	4642 	4357 	4338 	4204 	3833 	3434 	2840 	2530 	2509 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MED_E,MT	17119 b	15143 	15237 	14388 	13458 	13636 	13437 	13091 	12676 	12300 	12158 	11810 	11626 	12650 	12138 	10635 	10890 	10371 	: 	: 
PPS,A_GE2_NDCH,MED_E,NL	17350 b	17222 	16288 	15172 	14781 	14807 	14287 b	12743 	12823 	13722 	13593 	14088 	14216 	15527 	14748 	13878 	13241 	12573 	: 	: 
PPS,A_GE2_NDCH,MED_E,NO	18874 	18388 b	20742 	18965 	16115 	18039 	18692 	19648 	20186 	19647 	18349 	14960 	16671 	18956 	17985 	15601 	12441 	15129 	15350 	16036 
PPS,A_GE2_NDCH,MED_E,PL	10206 b	8941 	8392 	8019 	7136 	7030 	6723 	5841 	5966 	5876 	5503 	5084 	4762 	4568 	3959 	2936 	2382 	1952 	: 	: 
PPS,A_GE2_NDCH,MED_E,PT	7051 b	6241 b	6395 	5892 	5171 	4642 	4300 	4062 	4233 	4546 	4915 	5724 	5583 	6065 	5730 	5217 	5030 	5183 	4955 	: 
PPS,A_GE2_NDCH,MED_E,RO	6250 b	5487 	5102 	4872 	4202 	3423 	3100 	2613 	2340 	2218 	1992 	1820 	1945 	1733 	1632 	1460 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MED_E,RS	: 	4091 	3889 	3513 	2738 	2302 	2292 	2009 	1946 	2339 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MED_E,SE	14215 	12140 	12741 	12678 	13020 	13811 	13381 	12171 	11821 	12344 	12092 	10773 	11035 	12503 	11506 b	11516 	11848 	11173 	10659 	: 
PPS,A_GE2_NDCH,MED_E,SI	10800 b	9473 	9505 	8940 	8165 	8000 	7880 	7440 	7382 	7128 	7337 	7910 	7300 	8397 	7484 	7159 	6821 	6189 	: 	: 
PPS,A_GE2_NDCH,MED_E,SK	6593 b	6058 	7567 	8231 	7915 	8027 	8180 	7835 	8131 	7134 	7637 	6865 	6496 	6018 	4967 	4136 	3438 	2801 	: 	: 
PPS,A_GE2_NDCH,MED_E,TR	: 	4168 	4901 	4978 	5040 	5050 	4979 	4426 	4297 	4132 	4263 	3907 	3571 	3688 	3451 	3393 	2973 	: 	: 	: 
PPS,A_GE2_NDCH,MED_E,UK	: 	: 	: 	: 	15175 	15299 b	14055 	14754 	14399 	13568 	12547 b	13149 	13297 	14508 	15507 	15380 	14700 	13266 	: 	: 
PPS,A_GE2_NDCH,MED_E,XK	: 	: 	: 	: 	3687 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MEI_E,AL	: 	4292 	4412 	4309 	4086 	3846 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MEI_E,AT	19890 b	17927 	18873 	19619 	18617 	18802 	17908 	17338 	17662 	15968 	16194 	15780 	14999 	15170 	14946 b	13543 	13388 	13120 	12339 	11640 
PPS,A_GE2_NDCH,MEI_E,BE	16275 b	14993 	15776 	15001 b	15261 	14388 	14804 	14025 	14016 	13637 	12923 	12911 	12769 	12863 	12885 	11935 	11386 	11100 	10558 	10885 
PPS,A_GE2_NDCH,MEI_E,BG	9554 b	9823 	9026 	8680 	6886 	7603 	6386 b	6448 	5916 	5636 	5131 	5349 	5198 	5311 	4535 	2857 	2671 	: 	: 	: 
PPS,A_GE2_NDCH,MEI_E,CH	22145 	22284 	22608 	22296 	22284 	23136 	24022 	23433 	23213 b	22895 	21732 	20522 	20061 	21329 	20255 	19968 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MEI_E,CY	14948 b	12567 	12543 	12625 	11822 	11061 	10734 	10536 	11153 	13024 	15375 	15537 	14681 	16143 	16160 b	14656 	13588 	12283 	: 	: 
PPS,A_GE2_NDCH,MEI_E,CZ	12735 b	11454 	11425 	11322 	10525 	9976 	9741 	9032 	8661 	8508 	7994 	7893 	7729 	7645 	8011 	7266 	6642 	6263 	: 	: 
PPS,A_GE2_NDCH,MEI_E,DE	19541 b	19417 	19726 b	17210 	16600 	16588 	16227 	14859 	13904 	14091 	13797 	13636 	13117 	13257 	13490 	13161 	9634 	11596 	: 	: 
PPS,A_GE2_NDCH,MEI_E,DK	19730 b	19500 	18090 b	18948 	18860 	16340 	16186 	15023 	14439 	14189 	14340 	14532 b	13991 	11861 	14602 	14083 	13195 	12911 	12013 	11507 
PPS,A_GE2_NDCH,MEI_E,EA	: 	13982 	14366 b	14056 	13497 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MEI_E,EA18	: 	: 	14386 b	14079 	13522 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MEI_E,EA19	: 	13982 	14366 b	14056 	13497 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MEI_E,EA20	14886 	14051 	14286 	13973 	13417 	13388 	13164 	12424 	12067 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MEI_E,EE	15505 	12976 	12897 	12475 	11720 	10832 	10663 	9807 	8370 b	7276 	6720 	6243 	6452 	7628 	7087 	6249 	5468 	4395 	4039 	: 
PPS,A_GE2_NDCH,MEI_E,EL	7452 b	6511 	6568 	6102 	5567 	5182 	4846 	4675 	4472 	4870 	5543 	7526 	9403 	9164 	8809 	8818 	8197 	7989 	7610 	7783 
PPS,A_GE2_NDCH,MEI_E,ES	12957 b	11814 	12508 	12230 	12046 	11803 	11540 	10836 	10765 	11207 	11742 	11859 	12961 	14188 	14043 b	10973 	10434 	9928 	9146 	: 
PPS,A_GE2_NDCH,MEI_E,EU	: 	: 	: 	13655 e	13077 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MEI_E,EU27_2007	: 	: 	: 	13708 e	13131 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MEI_E,EU27_2020	14210 	13293 	13400 b	13095 e	12484 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MEI_E,EU28	: 	: 	: 	13655 e	13077 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MEI_E,FI	16432 	15856 	16576 	16365 	16096 	15494 	15513 	15323 	15310 	15557 	15144 	14231 	13649 	14895 	14573 	12654 	12002 	12019 	10776 	: 
PPS,A_GE2_NDCH,MEI_E,FR	13297 b	12334 	11956 b	15044 	13730 	14545 	14638 	14770 	14281 	14619 	14977 	14221 	13500 	13955 	13430 b	9583 	9376 	9482 	9770 	: 
PPS,A_GE2_NDCH,MEI_E,HR	9550 b	8028 	7786 	7580 	6890 	7037 	6627 	6264 	5938 	5658 	5454 	5543 	6179 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MEI_E,HU	8670 b	8103 	7766 	7301 	6791 	6374 	6425 	6119 	5709 	5258 	5214 	5098 	4338 	4599 	4567 	4830 	5011 	3927 	: 	: 
PPS,A_GE2_NDCH,MEI_E,IE	17893 b	16614 	17188 b	18157 	17829 	16485 	14396 	14151 	13154 	13421 	13139 	13356 	14056 	14866 	17366 	17588 	15920 	14606 	13640 	12925 
PPS,A_GE2_NDCH,MEI_E,IS	: 	: 	: 	: 	21151 	20294 	20234 	18660 	17230 	16793 	15576 	15868 	17447 	23404 	21832 	19440 	18502 	16313 	15095 	: 
PPS,A_GE2_NDCH,MEI_E,IT	12753 b	11784 	12381 	12104 	11771 	11530 	11222 	10376 	10380 	10743 	11295 	11169 	11145 	11351 	11060 	10785 	10484 	10156 	9764 	: 
PPS,A_GE2_NDCH,MEI_E,LT	14140 b	13223 	11676 	11069 	10275 	10328 	9568 	8345 	7532 	6580 	5932 	5159 	5396 	6839 	6530 	5771 	4331 	3642 	: 	: 
PPS,A_GE2_NDCH,MEI_E,LU	26607 b	22448 b	17917 b	20668 	18605 	20075 	19128 b	21975 	20862 	22331 	20889 	19613 	21583 	22203 	21563 	22173 	20240 	21473 	19921 	20748 
PPS,A_GE2_NDCH,MEI_E,LV	10837 b	10816 	9995 	10309 	9192 	8592 	8305 	7381 	6841 	5942 	5326 	4902 	5234 	7334 	7734 	5469 	4890 	3648 	: 	: 
PPS,A_GE2_NDCH,MEI_E,ME	7070 	5909 	6355 	6011 	5848 	5274 	5244 	4927 	4677 	4742 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MEI_E,MK	: 	: 	4985 	4567 	4685 	4528 	4365 	3861 	3266 	3195 	3291 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MEI_E,MT	19642 b	17857 	17930 	16976 	15977 	15971 	15147 	14713 	13968 	13657 	13536 	13315 	12991 	13303 	12940 	11493 	11948 	11206 	: 	: 
PPS,A_GE2_NDCH,MEI_E,NL	18759 b	17995 	17740 	17214 	16777 	16665 	16735 b	15127 	14561 	15207 	14820 	15240 	15605 	16634 	16183 	14969 	14062 	13897 	: 	: 
PPS,A_GE2_NDCH,MEI_E,NO	22519 	21184 b	22223 	21791 	18656 	21223 	21316 	21590 	21478 	21658 	20133 	17309 	18065 	20600 	19716 	16746 	15457 	19402 	16733 	17859 
PPS,A_GE2_NDCH,MEI_E,PL	11913 b	10550 	10118 	9766 	8806 	8800 	8465 	7767 	7719 	7496 	7078 	6720 	6101 	6045 	5435 	4269 	3788 	3582 	: 	: 
PPS,A_GE2_NDCH,MEI_E,PT	8845 b	7763 b	7831 	7251 	6529 	6256 	6098 	5896 	6061 	6607 	6643 	7839 	7603 	8011 	7863 	7467 	7197 	7086 	6748 	: 
PPS,A_GE2_NDCH,MEI_E,RO	7662 b	6848 	6497 	6283 	5321 	4195 	3857 	3489 	3146 	3044 	2872 	2789 	2758 	2713 	2565 	2394 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MEI_E,RS	: 	5053 	4949 	4381 	3452 	3402 	3573 	3132 	2932 	3395 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,A_GE2_NDCH,MEI_E,SE	16827 	14074 	13935 	14277 	14574 	14608 	14742 	13819 	13252 	13577 	12853 	11715 	11601 	13022 	12171 b	13018 	12777 	12152 	11366 	: 
PPS,A_GE2_NDCH,MEI_E,SI	12632 b	11237 	11307 	10812 	9891 	9498 	9221 	9086 	8841 	8659 	8794 	9155 	8774 	9585 	8900 	8457 	8071 	7325 	: 	: 
PPS,A_GE2_NDCH,MEI_E,SK	7263 b	6714 	7650 	8403 	7910 	8077 	8744 	8069 	8466 	7719 	8315 	7626 	7192 	6561 	5421 	4518 	3829 	3143 	: 	: 
PPS,A_GE2_NDCH,MEI_E,TR	: 	6179 	7115 	7437 	7224 	7559 	7680 	6520 	6151 	6096 	6411 	5987 	5350 	5857 	5299 	5374 	4646 	: 	: 	: 
PPS,A_GE2_NDCH,MEI_E,UK	: 	: 	: 	: 	17264 	17344 b	15551 	16734 	15749 	14975 	14274 b	15362 	15334 	16671 	17987 	17908 	17019 	16662 	: 	: 
PPS,A_GE2_NDCH,MEI_E,XK	: 	: 	: 	: 	5230 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MED_E,AL	: 	3343 	3541 	3348 	3193 	2758 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,HH_DCH,MED_E,AT	19481 b	18621 	17818 	17419 	17595 	17310 	17083 	16384 	16133 	15515 	15282 	14977 	14586 	14889 	14371 b	13519 	13012 	12584 	12080 	11151 
